crossing_id,ntl_500m,ntl_2km,ntl_cv_2km,pop_500m,pop_2km,pop_total_2km,travel_time_min,agri_suit_500m,agri_suit_2km,road_dens_2km,road_count_2km,rwi_2km,rwi_dist_km,dep_ratio_2km
XNG-00086,0,0,0,256.21137344980406,220.88053431496877,3017.583808898926,60.84074783325195,95.84300231933594,95.90103340148926,3.9431939183089657,360,-0.455,9.170738418174485,0
XNG-00087,0,0,0,42.20095682868694,43.104359713584465,552.0710525512695,82.778350830078125,98.58231353759766,98.7208491007487,1.7699046915654277,44,-0.382,8.89612395234445,0
XNG-00088,0,0,0,42.26075520504526,43.246688501382174,516.9681968688965,100.93684387207031,98.19515228271484,98.41199220929828,1.9111460261521687,48,-0.382,8.891629707783482,0
XNG-00089,0,0,0,42.55773791718862,45.92103041730057,627.3531303405762,79.05683898925781,97.97703552246094,98.39792346954346,2.1019427352055686,51,-0.382,9.351840516123675,0
XNG-00090,0,0,0,49.37040559740488,50.55328113941553,690.6297874450684,72.1089096069336,98.07049560546875,98.5912184715271,1.7634975002659126,40,-0.382,10.316534730427001,0
XNG-00091,0,0,0,185.0663607691154,209.50531642846536,2504.4131240844727,60.84074783325195,96.23929405212402,96.05094637189593,3.987315502531594,361,-0.455,8.886741136346712,0
XNG-00092,0,0,0,296.1705029466052,264.55366483781603,3162.4334106445313,60.84074783325195,95.28101348876953,95.38041196550641,3.7773867609588314,358,-0.455,9.646094226533808,0
XNG-00093,0,0,0,185.0663607691154,209.50531642846536,2504.4131240844727,60.84074783325195,96.23929405212402,96.05094637189593,3.9885459980395788,361,-0.455,8.881669157071155,0
XNG-00094,0,0,0,515.9434712634524,534.0582898011115,6846.588531494141,88.77820587158203,93.885345458984375,94.00941823323568,0.979640181908938,5,0.119,1.364668483395048,0.29701274361704566
XNG-00095,0,0,0,515.9434712634524,446.28458522394925,5721.327362060547,88.77820587158203,93.885345458984375,94.08230438232422,0.9731830408326839,5,0.119,0.9801964955067026,0.3731644961346613
XNG-00096,0,0,0,211.0883872601498,209.99006867835277,2508.4004821777344,NA,77.034271240234375,77.01675469534737,1.6664865486378624,17,-0.557,126.14727219898865,0
XNG-00097,0,0,0,566.2054822207143,548.6952505222469,3746.390625,11.24462366104126,89.98086166381836,89.7181749343872,0.6544452807767482,6,-0.386,115.22448574022127,0
XNG-00098,0,0,0,45.88271238906923,47.4381763427033,648.201774597168,163.7728271484375,99.98766326904297,99.9662446975708,0.31841082083879013,5,-0.621,3.1039670992694246,0.26411189385550715
XNG-00099,0,0,0,34.414139813078265,35.951964390854535,429.83742904663086,242.1275177001953,99.85462951660156,99.86061477661133,0.39121053278130113,2,-0.347,7.556338584822065,0.26213229019467477
XNG-00100,0,0,0,36.652069730993425,36.652164021961006,438.19998931884766,222.05914306640625,99.90223693847656,99.88842609950474,0.4791076771525377,4,-0.307,6.111537080567701,0.22933144480727172
XNG-00101,0,0,0,36.65108741238755,43.86896513704459,599.4262466430664,189.91343688964844,99.95374298095703,99.93552255630493,0.3238657627120654,1,-0.307,2.262230044863812,0.1854144670385203
XNG-00102,0,0,0,64.3551973163326,62.74608172185368,803.7882118225098,185.4765167236328,99.96268463134766,99.92271626790365,0.3243655148501431,1,-0.307,2.5895331847239844,0.16677682042913486
XNG-00103,0,0,0,80.3244274500159,80.32410193724608,1028.9999771118164,232.71112060546875,99.82176971435547,99.8091318766276,0.322687794512319,3,-0.264,4.596679753347711,0.2731908266065464
XNG-00104,0,0,0,15.469372863794664,15.714836555405428,187.73344039916992,220.34133911132813,96.36164855957031,93.19047491891044,0.6641352350858358,7,-0.24,43.958323474898485,0
XNG-00105,0,0,0,202.87472436641738,206.13024390221304,879.3860321044922,NA,69.32012176513672,69.46016845703124,1.2725418553907177,13,-0.386,133.89676516901125,0
XNG-00106,0,0,0,83.65183906940698,82.53522270801074,1127.150478363037,48.536155700683594,99.6764144897461,99.54249238967896,1.9273630947062301,52,-0.245,28.570311963084162,0
XNG-00107,0,0,0,192.0039143635341,200.73004480856613,2573.370849609375,0.07288366556167603,87.20645904541016,87.13912353515624,0.3253377344130148,3,-0.038,1.0292104218813305,0.7074850595297856
XNG-00108,0,0,0,683.1083064999453,636.3768513755064,7606.771301269531,36.18085861206055,83.2265853881836,84.508850642613,0.7530266913487299,5,-0.386,74.48804011671479,0
XNG-00109,0,0,0,101.94428901080987,88.18889791555749,1130.3427085876465,53.52176284790039,93.14273834228516,93.22376505533855,0.8091323082548614,6,-0.305,1.897503555324847,0.1814157177994753
XNG-00110,0,0.007915896870065154,4.157600038135424,1015.4565052873231,894.5947459529037,12219.1982421875,3.7775368690490723,93.38861846923828,93.15935230255127,1.9908847153122955,37,-0.455,35.58809752693532,0
XNG-00111,0,0,0,419.1184415021764,454.35926840775664,5430.894714355469,48.9734001159668,92.99090003967285,92.81795556204659,0.32814600955503104,1,-0.455,17.90099474411659,0
XNG-00112,0,0,0,38.485451258921906,38.86750958535895,464.9573745727539,68.75238037109375,93.7095718383789,93.72347695486886,3.723599479964567,122,-0.998,2.8341002239154434,0.2699123752606036
XNG-00113,0,0,0,38.485451258921906,38.85962056208292,498.0664710998535,68.75238037109375,93.7095718383789,93.79471537272136,3.6661611349206416,122,-0.998,3.3828879241076275,0.24321868063753066
XNG-00114,0,0,0,38.5003236358378,38.835523477275004,464.5721092224121,62.079063415527344,93.8774642944336,93.86327362060547,2.7222694967468075,95,-0.556,4.2423141349736735,0.25834930673071743
XNG-00115,0,0,0,798.3665059530464,821.4537720305646,9817.513854980469,8.491310119628906,93.60273742675781,93.2383302961077,0.48093433043237827,6,-0.455,39.771663409538824,0
XNG-00116,0,0,0,398.323635959643,451.7054284738618,5404.793640136719,92.82149505615234,94.25276374816895,94.26345389229911,0.7437191543366584,4,0.292,0.8885840050936678,0.38371168251614735
XNG-00117,0,0,0,375.46783547507783,375.4682282585935,4492.599914550781,77.768157958984375,94.93262481689453,94.81061826433454,0.40484566296163965,3,0.292,1.1473989151451272,0.6844300584005827
XNG-00118,0,0,0,375.46783547507783,375.4674688876732,4492.599914550781,78.37669372558594,94.93055725097656,94.94761930193219,0.7032823540567347,4,0.068,0.6116878569290511,0.6277957652432727
XNG-00119,0,0,0,656.0991028449778,553.8903537542348,6627.470184326172,82.978729248046875,93.93012237548828,94.09166717529297,0.7779243541547342,5,-0.618,0.925360314558325,0.27076972231972474
XNG-00120,0,0,0,375.46919711034656,436.50167590135925,5222.880340576172,77.76188659667969,94.2337875366211,94.34761428833008,0.6917920773841878,4,0.292,0.6431417463873043,0.42376617328828853
XNG-00121,0,0,0,375.46521697347254,371.140369875388,5075.260559082031,93.82140350341797,95.0734634399414,95.0241379737854,0.6499452274193637,3,0.229,1.396001888748906,0.4487674100647145
XNG-00122,0,0,0,270.0420592868315,274.014529077598,3743.8924865722656,25.9008846282959,89.14373016357422,88.64370250701904,0.8158975214785754,19,-0.557,10.103444616489089,0
XNG-00123,0,0,0,83.65183906940698,82.53522270801074,1127.150478363037,48.536155700683594,99.6764144897461,99.54249238967896,1.9279022887691477,52,-0.245,28.568355176161358,0
XNG-00124,0,0,0,270.0420592868315,271.3895953283967,3476.2820434570313,25.9008846282959,89.14373016357422,88.21873881022135,0.81318261084831,19,-0.557,9.955279242575811,0
