crossing_id,river_osm_id,river_name,road_osm_id,road_type,is_pedestrian,elev_m,slope_deg,slope_pct,catchment_area_km2,flow_acc_cells,stream_order,mean_precip_mm,flood_Q10,flood_Q50,ntl_500m,ntl_2km,ntl_cv_2km,pop_500m,pop_2km,pop_total_2km,travel_time_min,agri_suit_500m,agri_suit_2km,road_dens_2km,road_count_2km,rwi_2km,rwi_dist_km,dep_ratio_2km,dist_kampala_km,log_ntl_2km,log_pop_2km,log_catchment,log_flood_Q50,log_road_dens,log_travel_time,dist_kampala_km_s,elev_m_s,dep_ratio_clamped,dep_ratio_logit
XNG-00031,328182912,Oued Maoussa,333516228,unclassified,FALSE,2286.916748046875,4.825644726163886,8.448629582865854,20.98253387017177,57910.09375,3,1143.490234375,123.18140151127346,216.36382101475752,0,0,0,179.4298794254266,219.8721990144472,2626.5514068603516,NA,78.95683288574219,78.72230638776507,1.6799958386553069,16,-0.386,124.98062084622453,0,315.0056883444467,0,5.397584249243989,3.090248223048715,5.38157254416287,0.9858152417810027,NA,0.7374809379871949,1.4172586839033585,0.001,-6.906754778648554
XNG-00032,333704164,Oued Haddad,333522725,tertiary,FALSE,2312.39794921875,5.712031752564187,10.021589367888694,3.2996266091376496,9106.7021484375,3,1161.9652099609375,32.35822700533769,56.83609335697514,0,0,0,311.37046124531577,304.0094551493504,2593.912124633789,NA,76.90166473388672,77.47332763671875,0.829672321965092,10,-0.557,105.44332390410452,0,319.620640343416,0,5.7203427766165795,1.458528183844865,4.057613033331794,0.6041368917848777,NA,0.8203063101380771,1.4739084029360945,0.001,-6.906754778648554
XNG-00033,333704164,Oued Haddad,333522732,tertiary,FALSE,NA,6.960307729655299,12.214639203301791,0.3696167337634853,1020.1122436523438,1,1070.485107421875,6.10510982041638,10.723411750913696,NA,0,0,NA,234.50968245078545,600.26885986328125,NA,NA,77.02306874593098,0.9477244973462304,6,-0.557,104.01917784770598,0,321.4656589311919,0,5.4617520270519995,0.3145309443239005,2.4615878468127854,0.6666617667513671,NA,0.8534191900102754,NA,0.001,-6.906754778648554
XNG-00034,459344490,Oued Mina,333527565,tertiary,FALSE,2220.457275390625,8.60112465690164,15.178905742308674,0.9168282070703924,2530.37158203125,2,1040.38037109375,11.565776662671356,20.314881963003693,0,0,0,172.28313006200514,165.9852281170375,1982.774513244629,52.31973775227865,79.25496673583984,76.40145111083984,0.7218560271443472,8,-0.455,76.95764276898602,0,323.74323456595823,0,5.117905354115438,0.6506718445393953,3.0594055124586403,0.5434027945800892,3.9763065769240438,0.8942952488714363,1.26950621228142,0.001,-6.906754778648554
XNG-00035,459344490,Oued Mina,333600431,unclassified,FALSE,2100.42333984375,4.752261058021994,8.31954994061414,0.39995256118495515,1103.836669921875,1,988.464111328125,6.043300933443679,10.614846603951484,0,0,0,142.92072923888878,143.13136630856346,1343.3715744018557,36.100632985432945,84.110992431640625,84.27302967418323,0.696190921402623,4,-0.455,82.10268159353507,0,323.6967552359849,0,4.970725149745934,0.33643835117921866,2.452284159415532,0.5283851026157416,3.6136340310698083,0.8934610759909326,1.0026471785468003,0.001,-6.906754778648554
XNG-00036,337887959,NA,337887958,secondary,FALSE,1596.930419921875,4.939876534295886,8.681808228070816,1.7679412055414176,4879.37451171875,2,913.54144287109375,16.724832696713843,29.37658334535496,0,0,0,83.65183906940698,82.53522270801074,1127.150478363037,48.536155700683594,99.6764144897461,99.54249238967896,1.9366616369765075,52,-0.245,28.532116978663616,0,317.4508097981588,0,4.425268371750489,1.0181037967572255,3.4136720268982166,1.0772734385576856,3.9027028211447266,0.7813639717442175,-0.11671655380456993,0.001,-6.906754778648554
XNG-00037,328182910,Oued Maoussa,338791989,track,TRUE,2193.46044921875,3.646448735580888,6.377514828776205,4.113046727079193,11351.67578125,2,1164.724853515625,38.08207115091177,66.88982529244122,0,0,0,274.0960731289661,298.1112977149643,3815.924575805664,34.52500534057617,83.0879135131836,82.88562774658203,1.0734334249591853,18,-0.386,118.631031656752,0,307.42203354619073,0,5.700815737289527,1.6317954549333165,4.2178861749186,0.7292058926215312,3.57023682431605,0.6013757236600138,1.2094869609479948,0.001,-6.906754778648554
XNG-00038,1085645730,NA,356871809,secondary,FALSE,1664.9884033203125,8.580066331597262,15.105236619017845,0.30691630808407516,847.06414794921875,1,924.2440185546876,4.704727621077765,8.263689424226069,0,0,0,68.77605023077372,74.92174640952238,895.293098449707,58.15763854980469,99.2720947265625,99.43687547956196,2.362816165092831,59,-0.245,27.163421728101927,0,316.2571730452037,0,4.32970315732375,0.2676703989912918,2.2261023952498884,1.2127787673011226,4.080205720714019,0.7599415586186731,0.03458972141575172,0.001,-6.906754778648554
XNG-00039,318380924,NA,356873987,primary,FALSE,1928.0477294921875,3.091520908508408,5.404991977000504,0.5489343738449273,1515.014404296875,1,1129.6490478515625,8.52988508053379,14.98244464016883,0,0,0,383.2900167118736,383.77778226728617,4914.048614501953,38.635498046875,90.77272033691406,90.82555135091144,0.7561104576834886,7,-0.557,68.60107904073487,0,284.1737504678808,0,5.9526659787339975,0.43756719374893643,2.7714909098747906,0.563101396243434,3.67972513204529,0.1841346129702132,0.6194223129431092,0.001,-6.906754778648554
XNG-00040,459344490,Oued Mina,359246153,secondary,FALSE,2090.963134765625,5.88290391320532,10.316446190530604,0.6737873522535773,1859.5985107421875,2,986,8.824870083024818,15.500575474028237,0,0,0,157.16832215057661,149.57247112152,1020.9585800170898,NA,83.22450256347656,82.70902252197266,0.5731115333659873,2,-0.455,87.00818656944882,0,323.13943255768487,0,5.0144445039789876,0.5150889342812274,2.8033952575121717,0.4530555264359911,NA,0.8834587058148974,0.9816152830700923,0.001,-6.906754778648554
